Position Name,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,"ID",Posted At,Scraped At,Short Description,External Apply Link
Cashier,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦45,000 - ₦60,000 a month",Full-time,,DR PHYSIQ HEALTH AND WELLNESS CENTRE(F.C.T),Abuja,,https://ng.indeed.com/company/Dr-PhysiQ-Wellness-Centre/jobs/Cashier-16ff19cb8c0c5007?fccid=750ec62f5e730b83&vjs=3,16ff19cb8c0c5007,EmployerActive 15 days ago,2023-11-21T10:46:27.515Z,"We are looking for a Cashier to manage all transactions with customers accurately and efficiently.
 Cashier responsibilities include receiving payments and…",ng.indeed.com/applystart?jk=16ff19cb8c0c5007
Hotel Receptionist,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦120,000 a month",Full-time,,Nissi Group,Ikeja,,https://ng.indeed.com/company/Nissi-Group/jobs/Hotel-Receptionist-ce4d2ee02be1da84?fccid=c092e6eb322bc962&vjs=3,ce4d2ee02be1da84,PostedPosted 8 days ago,2023-11-21T10:46:27.515Z,"Checking guests in and out.
 Receiving and managing reservations made online and telephonically.
 Verifying guests' payment methods during check-in.",ng.indeed.com/applystart?jk=ce4d2ee02be1da84
BILLING SUPPORT ENGINEER,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦250,000 a month",Full-time,,Lorache Consulting,Lagos,,https://ng.indeed.com/company/Lorache-Consulting-Limited/jobs/Support-Engineer-aa0f57a329793e26?fccid=3af72e454f0b7b2f&vjs=3,aa0f57a329793e26,EmployerActive 4 days ago,2023-11-21T10:46:27.516Z,"Ensures proper integration and testing between the billing system and our various online portals like online payment gateways, Shops, and KYC platforms.",ng.indeed.com/applystart?jk=aa0f57a329793e26
Accounting Assistant/Intern,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 - ₦80,000 a month",Full-time,,Eden Solutions & Resources Limited,Abuja,,https://ng.indeed.com/company/Eden-Solutions-&-Resources-Limited/jobs/Accounting-Intern-1dffc92292375f83?fccid=999bad47255127df&vjs=3,1dffc92292375f83,PostedPosted 30+ days ago,2023-11-21T10:46:27.516Z,"0-1yr experience in Accounting.
 Able to use Excel proficiently, and account package.
 Fresh out of camp corp member N30k - N40k.",ng.indeed.com/applystart?jk=1dffc92292375f83
APPLICATION SUPPORT OFFICER,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦150,000 - ₦250,000 a month",Full-time +1,,Simplex Business Solutions Limited,Lagos,,https://ng.indeed.com/company/Simplex-Business-Solutions-Limited/jobs/Application-Support-Engineer-2b508ac348f06333?fccid=0d58344ecca77882&vjs=3,2b508ac348f06333,EmployerActive 13 days ago,2023-11-21T10:46:27.516Z,To ensure that the Applications are continually enhanced and available to Support the organization’s business and effectively implement the automation of new…,ng.indeed.com/applystart?jk=2b508ac348f06333
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTLJxpA98Qv8ZejfxgEc30qCHItZRBN966q24BHNmTDb7YUlUiNfUp03WgChUgNVVF77U0tKgbABLMDRVjuOw7qhIkl7cvfPTl26xg6emveRBtESIIk7QFP24Mo1pG2EnsVHAJVgb1pX_gPzY786Pg3rE2ONLL8SIA19I8fnNLWabiZEyebqjMQFqaD0tmeu82C5JqO_xUSJpO56ago0CbjWogsfEIeAyiz8zkb6UD3aYPRg1KoeaZvYCKwzBYO6I1szW3_iORgaVLBp4ijowkn2mjWIylVSz_5YX3gguhf5Xal-vQQz0V5tBc_vy165T9JOFwQ1RuFvPLccbnuUELRqGLXeV3NccBn6XHU53Tv1uOcnrlOy1TFkhLGFSjH1zSsEx3BOuHaoECfNyyAg1yeNZaLde_ogA34-tyQ0BDUGl&xkcb=SoA--_M3I4noXMQsbR0HbzkdCdPP&p=12&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:46:27.517Z,"Quel que soit le poste, cette aventure humaine permet à chaque collaborateur d’être force de proposition dans l’amélioration du produit, mais aussi de faire…",ng.indeed.com/applystart?jk=15f75d1edc573188
OFFICE ADMINISTRATOR,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦50,000 a month",Full-time +1,,ARDEN CRAY LIMITED,Abuja,,https://ng.indeed.com/company/ARDEN-CRAY-LIMITED/jobs/Office-Administrator-bb080c88e828f29c?fccid=6b5a22ac481e4694&vjs=3,bb080c88e828f29c,EmployerActive 12 days ago,2023-11-21T10:46:27.517Z,"Assist with the daily operations of the office (Filing, Preparing company sales documents etc.).
 Attend bid openings on behalf of the company.",ng.indeed.com/applystart?jk=bb080c88e828f29c
Administrative Officer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 a month",Full-time +1,,Brimglobal Infinite Resources,Lagos,,https://ng.indeed.com/company/Brimglobal-Infinite-Resources/jobs/Administrative-Officer-72f7200ba6e71d7c?fccid=d4c38cdcd260b79b&vjs=3,72f7200ba6e71d7c,EmployerActive 6 days ago,2023-11-21T10:46:27.517Z,"* Manage office supplies stock and place orders.
 * Prepare regular reports on expenses and office budgets.
 * Maintain and update company databases.",ng.indeed.com/applystart?jk=72f7200ba6e71d7c
Guest Service Attendants,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦90,000 - ₦100,000 a month",Full-time +1,,Ferdie Marie Solutions,Abuja,,https://ng.indeed.com/company/Ferdie-Marie-Solutions/jobs/Guest-Service-Agent-f5b8bcfa82034153?fccid=d4c2d265efee04f7&vjs=3,f5b8bcfa82034153,EmployerActive 5 days ago,2023-11-21T10:46:30.471Z,* Greeting guests and building a good relationship with them. * Handling check-in and check-out procedures and providing front-desk operations to clients. *…,ng.indeed.com/applystart?jk=f5b8bcfa82034153
Cashbook Clerk - Shared Services Cape Town,,,,The Building Company,Zamfara,,https://ng.indeed.com/rc/clk?jk=600c594705a2118b&fccid=08050b38057a0742&vjs=3,600c594705a2118b,PostedPosted 30+ days ago,2023-11-21T10:46:30.474Z,1. Process daily cashbooks 2. Prepare daily and monthly bank reconciliations 3. Reporting on transactions to management 4. Queries Resolution 5. Reconcile…,ng.indeed.com/applystart?jk=600c594705a2118b
Administrative Store Officer,,,,Graceco Limited,Lagos,,https://ng.indeed.com/company/Graceco-Limited/jobs/Administrative-Officer-97554b811c295cb0?fccid=65f1e5d1872d8faa&vjs=3,97554b811c295cb0,EmployerActive 4 days ago,2023-11-21T10:46:30.475Z,The position holder is responsible for all storage-related activities with reference to raw materials purchased and finished products from the production floor…,ng.indeed.com/applystart?jk=97554b811c295cb0
Business Assistant,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦120,000 - ₦150,000 a month",Full-time,,Grande Field Ltd,Lagos,,https://ng.indeed.com/company/Grande-Field-Ltd/jobs/Business-Assistant-64ba1121fc6387b6?fccid=e76dd3207396bb76&vjs=3,64ba1121fc6387b6,EmployerActive 4 days ago,2023-11-21T10:46:30.476Z,"At grande Field Ltd , we are looking for vibrant business Assistant. He /she is responsible for: - maintaining office inventory and stock of the office…",ng.indeed.com/applystart?jk=64ba1121fc6387b6
Administrative Assistant,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 a month",Full-time,,Chels Ventures,Ikeja,,https://ng.indeed.com/company/Chels-Ventures/jobs/Administrative-Assistant-acafc89cd647d55c?fccid=3bb0d409bad4ad1d&vjs=3,acafc89cd647d55c,EmployerActive 4 days ago,2023-11-21T10:46:30.477Z,"* Answer and direct phone calls * Organize and schedule appointments * Plan meetings and take detailed minutes * Write and distribute email, correspondence…",ng.indeed.com/applystart?jk=acafc89cd647d55c
ACCOUNT OFFICER,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦100,000 - ₦150,000 a month",Full-time +1,,LEAPWORLD LIMITED,Lagos,,https://ng.indeed.com/company/Leapworld-Limited/jobs/Account-Officer-4629bbbf9aac4f45?fccid=6421a1384f47e162&vjs=3,4629bbbf9aac4f45,EmployerActive 20 days ago,2023-11-21T10:46:30.477Z,* Maintain accurate and up-to-date financial records and ledgers. * Record financial transactions in accounting software or spreadsheets. * Ensure that all…,ng.indeed.com/applystart?jk=4629bbbf9aac4f45
Jumia Recruitment for IT Intern,,,,Jumia,Lagos,,https://ng.indeed.com/rc/clk?jk=653ca732b8eff9ac&fccid=3e9359119b425c78&vjs=3,653ca732b8eff9ac,PostedPosted 20 days ago,2023-11-21T10:46:30.478Z,"Jumia is Africa's leading internet group, with already over 3,000 employees in more than 20 African countries and huge successes such as Jumia, Jumia Travel,…",ng.indeed.com/applystart?jk=653ca732b8eff9ac
Warehouse Supervisor,,,,Golden Oil Industries Limited,Benue,,https://ng.indeed.com/rc/clk?jk=5a1f012a46828e8a&fccid=1103dc2d1243501c&vjs=3,5a1f012a46828e8a,PostedToday,2023-11-21T10:46:30.479Z,"Golden Oil Industries Limited was incorporated in Nigeria on 8th September, 1988, and has grown into a household name in Nigeria's edible oil's industry. The…",ng.indeed.com/applystart?jk=5a1f012a46828e8a
Cashier,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦50,000 - ₦60,000 a month",Full-time,,Rehoboth Recruiters,Lagos,,https://ng.indeed.com/company/Rehoboth-Recruiters/jobs/Cashier-11f960bda9dd9a3a?fccid=b7cc077a0dbe7939&vjs=3,11f960bda9dd9a3a,EmployerActive 18 days ago,2023-11-21T10:46:30.479Z,Job Category: Hospitality and Tourism Job Type: Full Time Job Location: Agidingbin LagosIkeja LagosMagodo Lagos Salary: NGN50000-NGN60000 Gross …,ng.indeed.com/applystart?jk=11f960bda9dd9a3a
OFFICE ASSISTANT,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦35,000 - ₦40,000 a month",Full-time +1,,REUBENSON RESOURCES AND CONSULTS,Nnewi,,https://ng.indeed.com/company/c-charles-resourses-ltd/jobs/Office-Assistant-1dcbc8865c822d52?fccid=706658f7d283fd2f&vjs=3,1dcbc8865c822d52,EmployerActive 6 days ago,2023-11-21T10:46:30.480Z,URGENT VACANCY FOR AN OFFICE ASSISTANT!!! A reputable company into the Sales and Distribution of Building Materials is on the lookout for an Office…,ng.indeed.com/applystart?jk=1dcbc8865c822d52
Internal Management System Officer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦250,000 a month",Full-time,,Beyond Beans ETG,Ikom,,https://ng.indeed.com/company/Beyond-Beans-ETG/jobs/Manager-afbf77e10ad416b4?fccid=9be57a39954f6deb&vjs=3,afbf77e10ad416b4,EmployerActive 5 days ago,2023-11-21T10:46:30.481Z,"*Internal Management System Officer Location: South-South (Ikom), Nigeria The Organization * Beyond Beans Foundation, a non-profit organization with a…",ng.indeed.com/applystart?jk=afbf77e10ad416b4
IT Support,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦40,000 - ₦100,000 a month",Full-time +1,,Food Concept Plc,Lagos,,https://ng.indeed.com/company/food-concept-plc/jobs/IT-Support-d1f4a28b20f3cc7a?fccid=3b15e197a321522a&vjs=3,d1f4a28b20f3cc7a,EmployerActive 2 days ago,2023-11-21T10:46:30.481Z,* Resolving IT support requests from employees * Answering employee questions regarding computer systems * Gathering and analyzing data to diagnose problems…,ng.indeed.com/applystart?jk=d1f4a28b20f3cc7a
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTGVEVlFAeqweYCCOnsvEHgI82piLH-ccjNo1GJ0JsBHqhzJ_VWawTwEJ1hocAOGuSGIvMUq21HXtMeMiM_jm6pmH2FO4vvqHbgWPXIjO811-Mwuc1XR42Q8WlzohpXyW6H9wlxhIwoW4PwQMPguhJ0mjr-z7wfD8eUWoxOURDCRFUxq0keRSRKLUebzGEVq6tv7blrPQVy_TD-0kk4LSx3lhVkjqQMxgsnb1R_EBw5oAD907bMq_x-utT0q9N3y4RvZdgLW31uBIzyynFkruTLdsh_6ki-LjcKPoEaAeOEuyqv5IMp-GdBtT1x05yqjlFJ0Ok8NhJ4h5MxVTs6PIVQwgvzYTioKdtW6XOLb6S2UR9JtlM_izUBzYSUDCOyKBvZDimH6oZZb3SX-EZOS0eRjIme5mmKAzavFrf6m93_ds&xkcb=SoBB-_M3I4noPnyS9p0EbzkdCdPP&p=12&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:46:30.482Z,Type de contrat CDD Temps partiel Expérience pro 1 an Localisations Aix-En-Provence – La Duranne Durée hebdomadaire 25 heures Emploi distanciel Non A…,ng.indeed.com/applystart?jk=15f75d1edc573188
