Position Name,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,"ID",Posted At,Scraped At,Short Description,External Apply Link
Business Analysis Tutor (FULLY-REMOTE),".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 - ₦130,000 a month",Part-time,,Kayrex Academy,Lagos,,https://ng.indeed.com/company/Kayrex-Academy/jobs/Tutor-6e6c550ff2cfa2b6?fccid=f9cb35703e757a2b&vjs=3,6e6c550ff2cfa2b6,PostedPosted 2 days ago,2023-11-21T10:47:16.259Z,"Teach and clarify concepts related to business analysis, Product Owner, Scrum, Project Management areas.
 Have knowledge in these areas: Requirements gathering,…",ng.indeed.com/applystart?jk=6e6c550ff2cfa2b6
Executive Assistant to the MD,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦80,000 - ₦120,000 a month",Full-time,,West Africa Vocational Education (WAVE),Lekki,,https://ng.indeed.com/company/West-Africa-Vocational-Education-(WAVE)/jobs/Executive-Assistant-ba3a5cc7710d9018?fccid=ce445a2c792dc459&vjs=3,ba3a5cc7710d9018,EmployerActive 3 days ago,2023-11-21T10:47:16.260Z,As a Secretary you will assume the duty of clerical and administrative support in order to optimize workflow procedures in the restaurant.,ng.indeed.com/applystart?jk=ba3a5cc7710d9018
Waiter/Server,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦45,000 - ₦50,000 a month",Full-time +3,,Lime Life Limited,Ibadan,,https://ng.indeed.com/company/Lime-Life-Limited/jobs/Server-ff37ac6db53fcb1a?fccid=4f3466b8fe28009b&vjs=3,ff37ac6db53fcb1a,EmployerActive 18 days ago,2023-11-21T10:47:16.260Z,"Job Types: Part-time, Internship, Full-time, Contract.",ng.indeed.com/applystart?jk=ff37ac6db53fcb1a
AUDIT INTERN,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦30,000 - ₦40,000 a month",Full-time,,Onifade Titilope Chartered Accountants,Ikeja,,https://ng.indeed.com/company/Onifade-Titilope-Chartered-Accountants/jobs/Audit-Intern-3fd12c2f793ab0d8?fccid=389ebb3f01dbd68a&vjs=3,3fd12c2f793ab0d8,EmployerActive 2 days ago,2023-11-21T10:47:16.260Z,"This is a full-time on-site role for an Audit Intern.
 The Audit Intern will be responsible for assisting with the preparation of financial statements, carrying…",ng.indeed.com/applystart?jk=3fd12c2f793ab0d8
Store Keeper/Inventory Officer,,,,Best service Raya,Plateau,,https://ng.indeed.com/rc/clk?jk=3def9d44cd734443&fccid=b6bcfad4e9b716db&vjs=3,3def9d44cd734443,PostedToday,2023-11-21T10:47:16.261Z,"Rest of Nigeria (Plateau) Full Time.
 IT & Telecoms NGN 75,000 - 150,000 Plus Commission.
 We are looking to hire a suitable candidate to fill this position.",ng.indeed.com/applystart?jk=3def9d44cd734443
Retail Store Manager,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦245,000 a month",Full-time,,Irecruiters Africa,Lagos,,https://ng.indeed.com/company/IRecruiters-Africa-Limited/jobs/Store-Manager-ac3e20a057924a0a?fccid=3dcf6bc6007e2927&vjs=3,ac3e20a057924a0a,EmployerActive 2 days ago,2023-11-21T10:47:16.261Z,"Compensation: Base Pay N245,000.00 monthly + Other Interesting Benefits.
 Our client is a Grocery Retail Chain startup for basic groceries with strong financial…",ng.indeed.com/applystart?jk=ac3e20a057924a0a
Settlement and Reconciliation Officer,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦150,000 - ₦200,000 a month",Full-time,,Irecruiters Africa,Lagos,,https://ng.indeed.com/company/IRecruiters-Africa-Limited/jobs/Settlement-and-Reconciliation-Officer-b45f54a102ae0274?fccid=3dcf6bc6007e2927&vjs=3,b45f54a102ae0274,EmployerActive 24 days ago,2023-11-21T10:47:16.261Z,We are seeking to hire a resourceful Operations Officer who will be responsible for resolving all reconciliation issues arising from transactions and performing…,ng.indeed.com/applystart?jk=b45f54a102ae0274
Field Sales Team Members,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 - ₦120,000 a month",Part-time +2,,CYBERGON LIMITED,Enugu,,https://ng.indeed.com/company/CYBERGON-LIMITED/jobs/Retail-Sales-Associate-ad06c5fa771c8bb8?fccid=9f0b54845fda9399&vjs=3,ad06c5fa771c8bb8,EmployerActive 5 days ago,2023-11-21T10:47:16.262Z,"Executing all tasks assigned by the team leader or manager diligently, on schedule, and to the highest standard.
 Communicate with project lead on roadblocks.",ng.indeed.com/applystart?jk=ad06c5fa771c8bb8
Data Entry Keyer,,,,Let's Go There,Lagos,,https://ng.indeed.com/rc/clk?jk=7fb4f2067677d60a&fccid=2be655eec2b47cc3&vjs=3,7fb4f2067677d60a,PostedPosted 30+ days ago,2023-11-21T10:47:16.262Z,"A focused and computer-savvy individual engaging solely in data entry.
 The candidate must exhibit excellent data capture and entry integrity, needed to populate…",ng.indeed.com/applystart?jk=7fb4f2067677d60a
Technical Support Interns,,,,Main One,Lagos,,https://ng.indeed.com/rc/clk?jk=f2468eab5e001711&fccid=cb2986fa54819c59&vjs=3,f2468eab5e001711,PostedPosted 30+ days ago,2023-11-21T10:47:16.262Z,"Configure, test and provision customers on CRM platform.
 Coordinate 3rd party installation and support activities.
 May be required to stay after office hours.",ng.indeed.com/applystart?jk=f2468eab5e001711
Accountant Intern,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦70,000 - ₦80,000 a month",Full-time,,CloudBank,Abuja,,https://ng.indeed.com/company/CloudBank/jobs/Accounting-Intern-4db94dbd507d85c8?fccid=74dfb398ac0e3280&vjs=3,4db94dbd507d85c8,EmployerActive 25 days ago,2023-11-21T10:47:16.263Z,"A financial institution is hiring an accountant intern with a basic understanding of GAAP and financial principles and terms who is ready for an immersive, real…",ng.indeed.com/applystart?jk=4db94dbd507d85c8
Sales Executives,".css-1ihavw2{box-sizing:border-box;margin:0;min-width:0;display:-webkit-inline-box;display:-webkit-inline-flex;display:-ms-inline-flexbox;display:inline-flex;background-color:#f3f2f1;border-radius:0.25rem;-webkit-align-items:center;-webkit-box-align:center;-ms-flex-align:center;align-items:center;font-size:0.875rem;font-weight:700;line-height:1.3125rem;color:#595959;padding:0.1875rem 0.5rem;margin-right:0.25rem;margin-bottom:0.25rem;}.css-1ihavw2 svg{width:1rem;max-height:1.25rem;}[dir=""ltr""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}[dir=""rtl""] .css-1ihavw2 svg:first-child{margin:0 0 0 0.25rem;}.css-1ihavw2 svg.jobCardAQSignalIcon-check{margin:0 0 0 0.25rem;}₦60,000 - ₦80,000 a month",Contract +1,,oraimo smart accessories,Umuahia,,https://ng.indeed.com/company/Oraimo-smart-accessories/jobs/Sales-Executive-57874f51ce6d1495?fccid=a196c4cb79929df3&vjs=3,57874f51ce6d1495,EmployerActive 7 days ago,2023-11-21T10:47:16.263Z,"Candidate must be passionate about sales and target driven.
 Must have a strong communication skill.
 Build and maintain business relationships (Excellent…",ng.indeed.com/applystart?jk=57874f51ce6d1495
Credit Officer and Data entry personnel,,,,HOPE MFB,Lagos,,https://ng.indeed.com/rc/clk?jk=ab47f557b70bc5ed&fccid=aeae247347533bab&vjs=3,ab47f557b70bc5ed,PostedPosted 26 days ago,2023-11-21T10:47:16.263Z,"Credit Officer and Data entry personnel.
 Banking, Finance & Insurance NGN 75,000 - 150,000.
 Mobilizing Customers and attending to their needs while updating…",ng.indeed.com/applystart?jk=ab47f557b70bc5ed
Employé Polyvalent (F/H) – Aix-En-Provence – La Duranne,,,,Appart'city,Lagos,,https://ng.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C0SV4DgYhb81GT0p_rbfz7YYgnB2uVVPnvwqkWvtJaIYdYQTxOQpnMyNcKPtpvmWqT4zCWXYdSIrsWDxr8Sk7uVL3q9GZvxjJOiKNFcTLu1UNGWPequUJKdYEJbhx3LhvOZQftvjTaPdvK2LbKIgPokmqcBtydUCwc7zm3WiAgh3VpbMhPXFibg97Z_684G6z-5x7ojv0LTGPCIhMSIcdfuc65oDNuCpDdUbkEI1XDey-BfuVqSdCkAqec33zd74wKgL3c9Ed_bfKHmoNUar5zhuOPSzfdUtE-Xu6N4uXL_UHWhaPtZHoBiJj1cIHmMkicH5tACGgFxy7qWK9_u-jMQhpA-elysQf9jG4Hyf--chw-GNaF_BHItLg-Ptm_j8ogRb5zbzEPu7KsPTGJOJIBiIPPBumF4rlcjZY4qLqx3ea_8yBdi7bfpATmwQZ2L_N8WzLIvaa1-msjreKGC8lucUg7sgoWpmRtjCo-7YGn7y3O2NYNRlfzTyjQ64mSp1Gj1Hy4YLJvD6AhDneB9LzuEJzRwraoNnITs91XFspn-ixNsbMguCRKTRJqRnxiLG2ejI1woy2-a0tWb4WzbrwJuWFRYeqiDKu2lL9w1CYDxGtcUnBRG9NG&xkcb=SoD--_M3I4niocynWh0GbzkdCdPP&p=13&fvj=0&vjs=3,15f75d1edc573188,PostedPosted 30+ days ago,2023-11-21T10:47:16.263Z,"Quel que soit le poste, cette aventure humaine permet à chaque collaborateur d’être force de proposition dans l’amélioration du produit, mais aussi de faire…",ng.indeed.com/applystart?jk=15f75d1edc573188
HR Coordinator,,,,Qatar Airways,Lagos,,https://ng.indeed.com/rc/clk?jk=c824f3829ae3fe0b&fccid=a3753b4854218389&vjs=3,c824f3829ae3fe0b,PostedPosted 13 days ago,2023-11-21T10:47:16.264Z,"This is a fantastic opportunity to enhance your HR skills where you will be responsible for the full spectrum of HR functions including administration, dealing…",ng.indeed.com/applystart?jk=c824f3829ae3fe0b
"Administrative Assistant, Operations",,,,FHI 360,Nigeria,,https://ng.indeed.com/rc/clk?jk=acd4c8a78665190e&fccid=28431d4cb5749d2b&vjs=3,acd4c8a78665190e,PostedPosted 21 days ago,2023-11-21T10:47:19.226Z,"Rest of Nigeria Full Time.
 Under the direction of the Administrative Officer, the Administrative Assistant will be responsible for the provision of…",ng.indeed.com/applystart?jk=acd4c8a78665190e
